,subsizes,<S>,<S^2>,<S>_typ,<S>_deg,<S>_all,<S^2>_deg,<S^2>_all
0,1,0.3250829733914486,-2.7755575615628914e-17,0.0,0.045983696216452145,0.36228064330002374,0.06158075722834517,0.035270745068758186
1,2,0.5879650789586449,0.0021561726704990014,0.0,0.054468801250471835,0.6262769311060086,0.06890902285962328,0.01784196335014887
2,3,0.7825302429391876,0.00465811539284422,0.0,0.062438410093933805,0.8246049033159163,0.08051649724925762,0.00588955174039818
3,4,0.9367127895470906,0.007393997485282244,0.0,0.06976624541592101,0.9826701246306856,0.09523249009258011,-0.002402531719675416
4,5,1.0594749261478567,0.010160888533664147,0.0,0.07623999775141238,1.109071144371797,0.11151105659288138,-0.007772175182346963
5,6,1.1556624394360993,0.012801471410892828,0.0,0.08197668618486881,1.208658333974456,0.12854605474077396,-0.010663280902025285
6,7,1.228232994315583,0.015208831229426067,0.0,0.08606972055334698,1.2836145654337536,0.14237267914745846,-0.012137911030339898
7,8,1.279067577500305,0.017246580497351838,0.0,0.08929281077245733,1.3364100882871097,0.15426452114230788,-0.01221477955637229
8,9,1.3093326223962565,0.01872537692908849,0.0,0.09122725168237933,1.3678585391209555,0.1617897052954886,-0.011874865357653697
9,10,1.319421898783102,0.019324801352739396,0.0,0.09241921330167542,1.3787810162936949,0.16663902412073442,-0.01094319876726213
