,subsizes,<S>,<S^2>,<S>_typ,<S>_deg,<S>_all
0,1,0.6474466390346326,1.6653345369377348e-16,0.0,0.0,0.6474466390346326
1,2,1.2500293912245124,0.0018701535471958852,0.0,0.0,1.2500293912245124
2,3,1.7963928530316007,0.009733561952134817,0.0,0.0,1.7963928530316007
3,4,2.2764984943802222,0.027048659961053545,0.0,0.0,2.2764984943802222
4,5,2.6862585607234664,0.05503045998676814,0.0,0.0,2.6862585607234664
5,6,3.0218115161033094,0.09111444227916188,0.0,0.0,3.0218115161033094
6,7,3.2820813970027944,0.13046726963248645,0.0,0.0,3.2820813970027944
7,8,3.4664973673152915,0.16609669725126075,0.0,0.0,3.4664973673152915
8,9,3.5764190920701426,0.19153826559793785,0.0,0.0,3.5764190920701426
9,10,3.6127856475875904,0.2008993314268217,0.0,0.0,3.6127856475875904
