,subsizes,<S>,<S^2>,<S>_typ,<S>_deg,<S>_all
0,1,0.6931471805599454,0.0,0.0,0.0,0.6931471805599454
1,2,1.3551973201072052,0.0013585741691672926,0.0,0.0,1.3551973201072052
2,3,1.9747158340138056,0.006856035371685554,0.0,0.0,1.9747158340138056
3,4,2.539719854677429,0.01935291982893883,0.0,0.0,2.539719854677429
4,5,3.0438874479211093,0.041382226589680826,0.0,0.0,3.0438874479211093
5,6,3.476919110382988,0.07324889474775276,0.0,0.0,3.476919110382988
6,7,3.8310695723509456,0.11338997020463992,0.0,0.0,3.8310695723509456
7,8,4.094755458496017,0.15486216506906558,0.0,0.0,4.094755458496017
8,9,4.258838366389635,0.188057241638095,0.0,0.0,4.258838366389635
9,10,4.314113551334765,0.20060007550806347,0.0,0.0,4.314113551334765
