,subsizes,<S>,<S^2>,<S>_typ,<S>_deg,<S>_all
0,1,0.6730116670092567,-2.220446049250313e-16,0.0,0.0,0.6730116670092567
1,2,1.3031828048827283,0.0018279475231497422,0.0,0.0,1.3031828048827283
2,3,1.878769025210792,0.009554557181970402,0.0,0.0,1.878769025210792
3,4,2.3887993857309575,0.02698836215645173,0.0,0.0,2.3887993857309575
4,5,2.8280186352796544,0.05622078471179659,0.0,0.0,2.8280186352796544
5,6,3.1907147000382294,0.09547309887419786,0.0,0.0,3.1907147000382294
6,7,3.47438759444631,0.14011462498144667,0.0,0.0,3.47438759444631
7,8,3.676646290532895,0.18175420020628863,0.0,0.0,3.676646290532895
8,9,3.797735764481458,0.21199376700835337,0.0,0.0,3.797735764481458
9,10,3.8378887740576295,0.22299298300910664,0.0,0.0,3.8378887740576295
