,subsizes,<S>,<S^2>,<S>_typ,<S>_deg,<S>_all,<S^2>_deg,<S^2>_all
0,1,0.6674746983045395,0.001322505293724352,0.0,0.666492806497907,0.6674881786259717,0.0022465002709867177,0.0013265574573200212
1,2,1.291792518229047,0.007476363206598835,0.0,1.2968854851070204,1.2940663739031313,0.010391868606502763,0.007419793702263089
2,3,1.8621715902897618,0.022990609564494058,0.0,1.8782126527871696,1.8681463762312813,0.02766202515147942,0.022714097388278898
3,4,2.367971095566192,0.05184784707589962,0.0,2.4009026145974106,2.379484870538167,0.0565129285088668,0.05109401402311775
4,5,2.804903733300123,0.0962600026573206,0.0,2.8597614645006644,2.82339556076259,0.09791727076066437,0.09462610110862535
5,6,3.1675853919522634,0.15386578719165378,0.0,3.247819175335853,3.1939852167563947,0.14953248078647086,0.15099448725593945
6,7,3.4535435462901862,0.21881694719614053,0.0,3.559922149174868,3.4879651803233704,0.20711589322745283,0.21468728326430053
7,8,3.6594116658089124,0.27992566871466984,0.0,3.789166061807676,3.700923410919978,0.2617025694242141,0.2749122843712435
8,9,3.7838044811863423,0.32492381646918567,0.0,3.929959999369317,3.830265420189614,0.3023833292190474,0.3194855757344168
9,10,3.825110030818557,0.34133272030721606,0.0,3.977454619118804,3.873467138699638,0.3175885156379312,0.335914747851767
