,sizes,Kin,Kin2,Int,Kin_loc,Kin2_loc,Int_loc,Sq0,jE
0,12,0.004655530926033858,0.08034730327645934,0.00023611784469518198,0.007594868810764517,0.014360195818054592,6.288864849027972e-05,0.04020311091953683,0.0
1,14,0.004679341996610401,0.08103939829368846,0.00024171247717822485,0.005921516474553576,0.011314701234386007,4.494759080763545e-05,0.03844350911503053,0.0
2,16,0.004701668608481025,0.08123535245484166,0.00024286178687933478,0.005049835100245166,0.009215896419364331,3.5889979914059247e-05,0.03422662339539631,0.0
3,18,0.004634563894357402,0.08175499314138782,0.00023940409576719712,0.004332761067718133,0.007856822853761361,2.9429517239659394e-05,0.030222106352648142,0.0
4,20,0.004533110079276495,0.0815016566443498,0.00023414603224245628,0.0037937546523959453,0.006782138462145302,2.489464641105814e-05,0.026889141320290796,0.0
5,22,0.004506111092613909,0.08186322112907717,0.00023275332106420632,0.0033636857389997867,0.005998052140262641,2.1626482285287105e-05,0.024289473098606098,0.0
