,sizes,Kin,Kin2,Int,Kin_loc,Kin2_loc,Int_loc,Sq0,jE
0,12,0.05757715711531546,0.2480654532449812,0.01294159328137709,0.07624393531176679,0.10924053668526318,0.006935873303093922,0.14686920312942878,0.0
1,14,0.05447796111846733,0.23088058249177854,0.01237368324955243,0.06515865821042177,0.0880042601524131,0.005605896037670322,0.13635998862166548,0.0
2,16,0.0541359438022075,0.22924742323959585,0.01230228484121967,0.057994160068440916,0.07908271448588833,0.004921596975902079,0.13004426716091147,0.0
3,18,0.05401393288569242,0.23156317128209655,0.012275976122451016,0.05370693557323686,0.07209819641837259,0.004407069062294947,0.12308912334905284,0.0
4,20,0.05363048041837581,0.23084015294974056,0.012188734020098471,0.050088665865943696,0.06690894953427787,0.004037724862194265,0.11709489646346115,0.0
5,22,0.05349866329694058,0.2312435980932082,0.012158782515188704,0.04710489884275579,0.06279029609100535,0.0037571491734890005,0.11220544874187048,0.0
