,subsizes,<S>,<S^2>,<S>_typ,<S>_deg,<S>_all
0,1,0.5004024235381882,-1.1102230246251565e-16,0.0,,0.5004024235381882
1,2,0.974240397624291,0.0006945242610822966,0.0,,0.9751436633364282
2,3,1.3825486807046479,0.0053327287991487005,0.0,,1.3844604478093616
3,4,1.717486625440853,0.015311448532006722,0.0,,1.72021350799931
4,5,1.9796065909783598,0.02655092958365657,0.0,,1.9830794532685554
5,6,2.1851005056376214,0.03885147398313826,0.0,,2.189192333090138
6,7,2.340225106345247,0.05072614230021877,0.0,,2.344853737767691
7,8,2.4488090913649985,0.060711373877888164,0.0,,2.453928884529409
8,9,2.5130296627002218,0.0674157649253857,0.0,,2.5184929463694448
9,10,2.5342090784885003,0.06984038229123257,0.0,,2.5398170452284154
