,subsizes,<S>,<S^2>,<S>_typ,<S>_deg,<S>_all
0,1,0.5004024235381883,-2.220446049250313e-16,0.0,0.0,0.5004024235381882
1,2,0.9743438004353644,0.0006741284685557458,0.0,0.0,0.9743273963808302
2,3,1.3820501209576848,0.005300611185822257,0.0,0.0,1.381899054757982
3,4,1.71537454875878,0.015262517108344476,0.0,0.0,1.7153329605020837
4,5,1.975953723952592,0.026735124372875507,0.0,0.0,1.9759953611149461
5,6,2.1796310820997373,0.039331240301306636,0.0,0.0,2.1797608687129055
6,7,2.333029598852443,0.05152174762292816,0.0,0.0,2.333268155475132
7,8,2.440174180841549,0.06177258734297375,0.0,0.0,2.44048934601863
8,9,2.5035061790803006,0.06867636965302815,0.0,0.0,2.503849015343667
9,10,2.524370624026954,0.07117110672479665,0.0,0.0,2.524719382336362
