,subsizes,<S>,<S^2>,<S>_typ,<S>_deg,<S>_all
0,1,0.6931471805599455,-1.6653345369377348e-16,0.0,0.6931471805599454,0.6931471805599455
1,2,1.381129646747587,6.452737612017145e-05,0.0,1.3837348770021245,1.3814392762737366
2,3,2.0238195169268254,0.0022008007379605843,0.0,2.040637986415077,2.025316324722412
3,4,2.6106025705374907,0.010007702019763975,0.0,2.6520472871077616,2.6141917332654216
4,5,3.13398185314243,0.027153790364426555,0.0,3.213003208338068,3.141008449776851
5,6,3.583133493722842,0.053737616668721344,0.0,3.7047532210218956,3.594111760766999
6,7,3.9491313641868655,0.08751362052332468,0.0,4.1093469792455295,3.9638521645524643
7,8,4.221641618651115,0.12297629717084746,0.0,4.412837063624275,4.239528330932137
8,9,4.391159509447655,0.15186744207581881,0.0,4.600394567891027,4.410983994462293
9,10,4.448096603298627,0.16251939712761754,0.0,4.6633977871767796,4.468555770268001
