,subsizes,<S>,<S^2>,<S>_typ,<S>_deg,<S>_all
0,1,0.6108643020548935,1.6653345369377348e-16,0.0,0.0,0.6108643020548935
1,2,1.2025476399720911,0.0005652632206307739,0.0,0.0,1.2025769819754921
2,3,1.7334709386564258,0.004989544220279196,0.0,0.0,1.7334949113603138
3,4,2.195898946278865,0.01840957785135,0.0,0.0,2.1962052200692246
4,5,2.581300191350135,0.04135796323686769,0.0,0.0,2.58195632257132
5,6,2.8862811071321697,0.06850975870842291,0.0,0.0,2.887296062688769
6,7,3.116346764879294,0.09626054815821838,0.0,0.0,3.1176966446970487
7,8,3.276881393803277,0.12031560627226767,0.0,0.0,3.2784986012951047
8,9,3.3713987989344596,0.13670457342329279,0.0,0.0,3.373207695343892
9,10,3.402732385608487,0.14275674500458635,0.0,0.0,3.40462581379289
