,subsizes,<S>,<S^2>,<S>_typ,<S>_deg,<S>_all
0,1,0.6108643020548936,5.551115123125783e-17,0.0,0.6108643020548935,0.6108643020548935
1,2,1.202112273084613,0.0005993934100840814,0.0,1.2069241558910666,1.2029339325076185
2,3,1.7317453211744849,0.005342442713711204,0.0,1.746687326433744,1.73410864283056
3,4,2.1921108916281398,0.019605642772283716,0.0,2.2333947497128688,2.198074772928925
4,5,2.576459171167201,0.044365833754089756,0.0,2.6456519776752576,2.5862133511650955
5,6,2.880939731402747,0.07416442754837149,0.0,2.980552219590196,2.894613910926842
6,7,3.1099339323038637,0.10415573940076328,0.0,3.2398343511231307,3.1273603138548878
7,8,3.2697879499196763,0.1302318802452458,0.0,3.4235239255573657,3.2900133963980136
8,9,3.3636797809295333,0.14777135886253134,0.0,3.5342456486553973,3.3857713961671156
9,10,3.3946802269612837,0.15430546630306807,0.0,3.57086401417692,3.417454357927977
