,subsizes,<S>,<S^2>,<S>_typ,<S>_deg,<S>_all
0,1,0.6931471805599455,-2.7755575615628914e-16,0.0,0.0,0.6931471805599455
1,2,1.3815548864313787,5.992324306847152e-05,0.0,0.0,1.3815620852872894
2,3,2.026095988684867,0.0021456745715831005,0.0,0.0,2.0261776346301597
3,4,2.6156345231313356,0.0097203318421748,0.0,0.0,2.615816410802136
4,5,3.1425596413541346,0.026465662966378645,0.0,0.0,3.1428452615394495
5,6,3.5951750794679986,0.05239536293740876,0.0,0.0,3.5956440158655294
6,7,3.963340074732663,0.08531976770337835,0.0,0.0,3.9640161552495465
7,8,4.236962951472758,0.11994723782760985,0.0,0.0,4.2378075059209515
8,9,4.406731324934502,0.14761327982838424,0.0,0.0,4.4076837563942215
9,10,4.463598220835461,0.15784820419161605,0.0,0.0,4.464593079091883
