,subsizes,<S>,<S^2>,<S>_typ,<S>_deg,<S>_all
0,1,0.6474466390346325,2.7755575615628914e-16,0.0,0.6474466390346325,0.6474466390346325
1,2,1.278894903404453,0.00026478301414556427,0.0,1.277764943170797,1.278602594445921
2,3,1.8528463015457861,0.0035005293451071395,0.0,1.8613543328329483,1.854696494607614
3,4,2.360341883317363,0.014361438913764069,0.0,2.3788927247062635,2.3645189242304876
4,5,2.7953230492921834,0.03621777929925152,0.0,2.826373014823605,2.802050348516104
5,6,3.1532679299236417,0.06645227905414686,0.0,3.1943694846859145,3.162264025779039
6,7,3.4309635874976183,0.10065928733838803,0.0,3.4844065880639907,3.442848915206136
7,8,3.628519875061009,0.1323670374029291,0.0,3.6941127725155454,3.643206995563061
8,9,3.7461027731531082,0.15472128832464804,0.0,3.8213098382735007,3.762866807984876
9,10,3.785401346452263,0.16269131538707882,0.0,3.864592367959677,3.8029673232838235
