,subsizes,<S>,<S^2>,<S>_typ,<S>_deg,<S>_all
0,1,0.6108643020548935,1.6653345369377348e-16,0.0,0.6108643020548934,0.6108643020548935
1,2,1.2021267167526846,0.0006024398470723114,0.0,1.2068440822786812,1.2029663601380804
2,3,1.7318156291303526,0.005370157890538074,0.0,1.747737471515711,1.7343301368397905
3,4,2.192105981393584,0.019712679529930277,0.0,2.2362472863170946,2.1985332805650053
4,5,2.576251848068597,0.04459655516246208,0.0,2.6524169554837576,2.58710553234004
5,6,2.880416392667499,0.0745192227722189,0.0,2.992458401381775,2.896033484064154
6,7,3.1090205275754554,0.10459123261936476,0.0,3.2572870747358076,3.129345678080466
7,8,3.2685344430840595,0.1306984137436178,0.0,3.4452248054910504,3.292423553390639
8,9,3.3622171527679034,0.1482306847031687,0.0,3.5590719991613415,3.3884972531527406
9,10,3.393120260909482,0.1547449949778894,0.0,3.5968402885144046,3.420281175214615
