,subsizes,<S>,<S^2>,<S>_typ,<S>_deg,<S>_all
0,1,0.688138813713589,-3.3306690738754696e-16,0.0,0.0,0.6881388137135889
1,2,1.362795389478098,0.0004323431239539044,0.0,0.0,1.3629763784163968
2,3,1.9849664269972735,0.004571975094804781,0.0,0.0,1.9853398135550608
3,4,2.5438226152492684,0.017859414297332066,0.0,0.0,2.544384678613142
4,5,3.0317048257003867,0.045287471992859096,0.0,0.0,3.0324786161481034
5,6,3.440367567620565,0.0852212584532186,0.0,0.0,3.441215521042234
6,7,3.762500810650272,0.1327747551126972,0.0,0.0,3.7633071271186487
7,8,3.99557491461683,0.1792843588916142,0.0,0.0,3.996276758774629
8,9,4.136750899603516,0.21465306030450648,0.0,0.0,4.1373645428423895
9,10,4.184037555436729,0.2279040860337389,0.0,0.0,4.184642165269481
