,subsizes,<S>,<S^2>,<S>_typ,<S>_deg,<S>_all
0,1,0.6881388137135883,5.551115123125783e-16,0.0,0.6881388137135886,0.6881388137135889
1,2,1.359106516076615,0.00031361129213580696,0.0,1.3620569316699769,1.3604697786848488
2,3,1.9698641070533356,0.0039183037281369515,0.0,1.9863607644207855,1.977538386561366
3,4,2.507917914060987,0.016358520623188433,0.0,2.554129458117593,2.5296528732439025
4,5,2.9696602872342654,0.042109334779240726,0.0,3.0549454485388075,3.0099463514696527
5,6,3.3497639968593114,0.07971520467521032,0.0,3.4762196048849963,3.409665203496138
6,7,3.644938389631392,0.12448695958644151,0.0,3.8101486463650738,3.7234224980846147
7,8,3.8570850796695946,0.16874117050609527,0.0,4.051896288708089,3.9497123774373994
8,9,3.9847375984414595,0.20193543856201757,0.0,4.199391145803853,4.0868102509160575
9,10,4.027023395357885,0.2142604345075121,0.0,4.249261354519231,4.132719249944799
