,subsizes,<S>,<S^2>,<S>_typ,<S>_deg,<S>_all
0,1,0.5623351446188086,-5.551115123125783e-17,0.0,,0.5623351446188085
1,2,1.10138947203727,0.0007440199472006359,0.0,,1.1018441518926312
2,3,1.5781654365696889,0.005800636226755529,0.0,,1.5794945842152937
3,4,1.9822520549586413,0.019131379232872447,0.0,,1.9847780496177365
4,5,2.310280314367433,0.03875928303383702,0.0,,2.3138444159623806
5,6,2.5642472654948176,0.05928970297715619,0.0,,2.568988247706378
6,7,2.755933727433727,0.0797510940234778,0.0,,2.7616449214741303
7,8,2.888940466453195,0.09640732871182678,0.0,,2.895406197936335
8,9,2.96781431939353,0.10785973847372254,0.0,,2.9746354088219746
9,10,2.993864984955327,0.11206301239210426,0.0,,3.0008056376536074
