,subsizes,<S>,<S^2>,<S>_typ,<S>_deg,<S>_all
0,1,0.5623351446188085,1.1102230246251565e-16,0.0,0.0,0.5623351446188085
1,2,1.1019628236878012,0.000673963741683492,0.0,0.0,1.1019059134344336
2,3,1.578638500549894,0.005583992932844506,0.0,0.0,1.578399216839713
3,4,1.9828611182307416,0.01862718060943447,0.0,0.0,1.9824442207002928
4,5,2.3096620141776323,0.0375201177164195,0.0,0.0,2.3090189663682636
5,6,2.562919279687035,0.057548784587076796,0.0,0.0,2.562006624061776
6,7,2.753919952052635,0.07753663155633195,0.0,0.0,2.752808552440006
7,8,2.8865143016989974,0.09392673446249411,0.0,0.0,2.8851895310954956
8,9,2.964892754635257,0.10507673892334246,0.0,0.0,2.9634289453427813
9,10,2.990714680009718,0.10914570836832382,0.0,0.0,2.9891915738692676
