,subsizes,<S>,<S^2>,<S>_typ,<S>_deg,<S>_all
0,1,0.5623351446188085,1.1102230246251565e-16,0.0,,0.5623351446188085
1,2,1.101383959211441,0.0007431123040484433,0.0,,1.101905893445087
2,3,1.5781684299988155,0.00579302317976671,0.0,,1.5796630003923102
3,4,1.982290254597368,0.019108323944801775,0.0,,1.9850441696639878
4,5,2.3103582589918563,0.03871539265366852,0.0,,2.314205078329427
5,6,2.5643297830941365,0.059221424192419825,0.0,,2.569364305625524
6,7,2.7560262822117534,0.07965958757905423,0.0,,2.762019253120651
7,8,2.8890545257578677,0.09630441772177001,0.0,,2.895776031562013
8,9,2.9679409647797774,0.1077475675554389,0.0,,2.9750142322944964
9,10,2.993991919261717,0.11194473998112997,0.0,,3.001182880765545
