,subsizes,<S>,<S^2>,<S>_typ,<S>_deg,<S>_all
0,1,0.6730116670092565,5.551115123125783e-17,0.0,0.6730116670092566,0.6730116670092569
1,2,1.3305565227761655,0.0002628473559276312,0.0,1.329756417446703,1.33033259317594
2,3,1.930636832578485,0.0037264590010575027,0.0,1.9306320719538221,1.9306596675647973
3,4,2.461923901010854,0.014995139400390656,0.0,2.470020908872036,2.464511439644964
4,5,2.9199856469762717,0.03782952325606104,0.0,2.9401245620192977,2.9264454873092483
5,6,3.2963371320427353,0.0696782464516108,0.0,3.3337935274567645,3.3085655113478154
6,7,3.5879360010474266,0.1062299684891137,0.0,3.6451572429940997,3.606594848608771
7,8,3.7956397856376274,0.1407825671468803,0.0,3.869884569318526,3.8197601339494187
8,9,3.9191302937239803,0.16581839933738252,0.0,4.004249995378532,3.9467514035701257
9,10,3.96052463368503,0.1752430517578638,0.0,4.04852438041415,3.9890945884139506
