,subsizes,<S>,<S^2>,<S>_typ,<S>_deg,<S>_all
0,1,0.6474466390346325,2.7755575615628914e-16,0.0,0.6474466390346325,0.6474466390346325
1,2,1.2789241684955415,0.0002647086378284591,0.0,1.278292930151363,1.2787120147235205
2,3,1.852903126774523,0.003504575553756606,0.0,1.8631337710317895,1.8550836479208086
3,4,2.360376181939435,0.014384593366474796,0.0,2.383001078807619,2.3654509808447757
4,5,2.7952553842415555,0.03627404226423625,0.0,2.833401097258539,2.803665212742424
5,6,3.1530224376395766,0.06652954447597637,0.0,3.2048467936466074,3.1646505712449344
6,7,3.4305151249151904,0.1007227918983773,0.0,3.498106168836784,3.4459069021018807
7,8,3.627888337479808,0.13238162987108382,0.0,3.7100121927227363,3.646686313406561
8,9,3.74533042888769,0.1546682886271249,0.0,3.8382713263297012,3.766509025271154
9,10,3.7845735114981394,0.16260428486060086,0.0,3.8817844737678886,3.8066043580531526
