,subsizes,<S>,<S^2>,<S>_typ,<S>_deg,<S>_all
0,1,0.5004024235381883,-1.6653345369377348e-16,0.0,0.0,0.5004024235381882
1,2,0.9743438004353644,0.0006741284685557458,0.0,0.0,0.9743273963808302
2,3,1.3820501209576848,0.005300611185822257,0.0,0.0,1.381899054757982
3,4,1.71537454875878,0.015262517108344031,0.0,0.0,1.7153329605020837
4,5,1.9759537239525915,0.026735124372876395,0.0,0.0,1.9759953611149461
5,6,2.179631082099737,0.039331240301306636,0.0,0.0,2.1797608687129055
6,7,2.3330295988524417,0.0515217476229326,0.0,0.0,2.3332681554751318
7,8,2.440174180841549,0.06177258734296842,0.0,0.0,2.440489346018629
8,9,2.5035061790802997,0.06867636965302992,0.0,0.0,2.5038490153436666
9,10,2.5243706240269534,0.07117110672479399,0.0,0.0,2.524719382336361
