,subsizes,<S>,<S^2>,<S>_typ,<S>_deg,<S>_all
0,1,0.6474466390346325,2.220446049250313e-16,0.0,0.0,0.6474466390346325
1,2,1.2769886696354378,0.0004985151911580665,0.0,0.0,1.2770742093711538
2,3,1.8491600114870268,0.004596103511413485,0.0,0.0,1.8491593269901407
3,4,2.3535363007689183,0.016995609013369162,0.0,0.0,2.3533629589540994
4,5,2.7838290493812923,0.0408709444758637,0.0,0.0,2.783664678834104
5,6,3.1345835806899007,0.07262486597423568,0.0,0.0,3.134380266794281
6,7,3.4047350199628523,0.10788592998368607,0.0,0.0,3.404442353482545
7,8,3.5955316584722734,0.14025787972211923,0.0,0.0,3.5951852393536092
8,9,3.7084647887953404,0.16290064273819738,0.0,0.0,3.7080771223795983
9,10,3.746059074439139,0.1710604314538866,0.0,0.0,3.745673237844054
