,subsizes,<S>,<S^2>,<S>_typ,<S>_deg,<S>_all
0,1,0.42270908780599115,0.0,0.0,0.021135454390299537,0.42270908780599115
1,2,0.7904657763931261,0.0023670095658563373,0.0,0.04002688170597607,0.7903912088776103
2,3,1.0925898192634085,0.009460431979729123,0.0,0.05518452538950902,1.0922170688126869
3,4,1.3329222579853608,0.018289299086743593,0.0,0.06710015573004688,1.3321716302797395
4,5,1.5254094705791583,0.028427152985310844,0.0,0.0772156875247879,1.524348569788953
5,6,1.6769450820045286,0.03901774487534615,0.0,0.08536183144120492,1.6756320819676813
6,7,1.7914074831327627,0.048782769278919336,0.0,0.09173362688825235,1.7899152348390295
7,8,1.8715105449936504,0.05702936005088377,0.0,0.09617091587781067,1.869879177715781
8,9,1.918866782553012,0.06268267262264482,0.0,0.09883899641218186,1.9171508531633743
9,10,1.934550361329343,0.06481676418924964,0.0,0.0997179952353797,1.9328039332578664
