,subsizes,<S>,<S^2>,<S>_typ,<S>_deg,<S>_all
0,1,0.6645344115683625,0.0016428908241887252,0.0,2.1862759320714024e-05,0.6645453429480227
1,2,1.31289896155143,0.008253479546656894,0.0,4.285276301956505e-05,1.3129317172133426
2,3,1.9004946211328642,0.024804289000593283,0.0,6.228911155562315e-05,1.9005620616167158
3,4,2.4151787331570658,0.057806379288395604,0.0,7.973261225843806e-05,2.415304422344263
4,5,2.848553400269571,0.10982864748429577,0.0,9.396865643661042e-05,2.8487170960269137
5,6,3.1894432033368054,0.17307952664179993,0.0,0.00010592017356163889,3.1896284967989605
6,7,3.436032142961457,0.23728322669923507,0.0,0.00011400312578928636,3.4362192724152156
7,8,3.584886046651181,0.2859127934255401,0.0,0.00011958512425099708,3.5850852654294787
8,9,3.6346856770663374,0.30449927722236225,0.0,0.00012103386224798829,3.634875973364533
