,subsizes,<S>,<S^2>,<S>_typ,<S>_deg,<S>_all
0,1,0.6645344115683625,0.0016428908241886142,0.0,,0.6645453429480227
1,2,1.311714949397137,0.007971659214950577,0.0,,1.3122621845702658
2,3,1.8956321289293454,0.023300441999797528,0.0,,1.8990590653484196
3,4,2.4038733120123523,0.05399167256023141,0.0,,2.4126857742507943
4,5,2.828931535514557,0.10272609363213014,0.0,,2.845023654739167
5,6,3.1617927919614273,0.16214992701633157,0.0,,3.1857541997332737
6,7,3.40149003362327,0.22246487405369741,0.0,,3.432647072216844
7,8,3.5458133959421523,0.2681613116605135,0.0,,3.582088904319483
8,9,3.5940692861502956,0.28554752017901386,0.0,,3.6321919332391768
