,subsizes,<S>,<S^2>,<S>_typ,<S>_deg,<S>_all,<S^2>_deg,<S^2>_all
0,1,0.37677016125643686,0.0,0.0,0.0,0.37677016125643686,0.0,0.0
1,2,0.7315079739704832,0.0,0.0,0.0,0.7313942157122928,0.0,0.0
2,3,1.0294810939769639,0.0,0.0,0.0,1.0291348845103754,0.0,0.0
3,4,1.257006798206345,0.0,0.0,0.0,1.2557929483144175,0.0,0.0
4,5,1.4477808775935828,0.0,0.0,0.0,1.4464607949236792,0.0,0.0
5,6,1.6048901159547526,0.0,0.0,0.0,1.6035345377134982,0.0,0.0
6,7,1.73215232386179,0.0,0.0,0.0,1.7306078676770709,0.0,0.0
7,8,1.8325359856776782,0.0,0.0,0.0,1.8312772579106575,0.0,0.0
8,9,1.9088427410975786,0.0,0.0,0.0,1.9078545431078284,0.0,0.0
9,10,1.9625325926862605,0.0,0.0,0.0,1.9618401032047175,0.0,0.0
10,11,1.994190655545632,0.0,0.0,0.0,1.993605479547465,0.0,0.0
11,12,2.0046667536308695,0.0,0.0,0.0,2.0042137990001194,0.0,0.0
