,subsizes,<S>,<S^2>,<S>_typ,<S>_deg,<S>_all,<S^2>_deg,<S^2>_all
0,1,0.5117400734174095,9.500881023152051e-32,0.0,0.0,0.5117400734174093,0.0,9.511924899421415e-32
1,2,1.003437680349844,0.0004965810925962832,0.0,0.0,1.0034371340047257,0.0,0.000497483166805691
2,3,1.442523617818898,0.0037697549769684004,0.0,0.0,1.4425016952025895,0.0,0.0037722198732947237
3,4,1.8229658789408316,0.012105941872053154,0.0,0.0,1.822925082018019,0.0,0.012107782607844718
4,5,2.1421189425579024,0.02364138011619216,0.0,0.0,2.1420564956539754,0.0,0.02363630438025004
5,6,2.403243346462725,0.035021674256597655,0.0,0.0,2.4031598670357774,0.0,0.03501111028305519
6,7,2.616754569660998,0.04683763886293748,0.0,0.0,2.616659505257189,0.0,0.04683210211786219
7,8,2.7861547550616677,0.0578940475824478,0.0,0.0,2.786057777141808,0.0,0.05789589890117903
8,9,2.9151043790066313,0.06779737578482356,0.0,0.0,2.914995358411378,0.0,0.06780390917842617
9,10,3.005701925334069,0.0758499942581956,0.0,0.0,3.0055854916350384,0.0,0.07585721786434402
10,11,3.0594706321215868,0.08129348989405838,0.0,0.0,3.0593458767935955,0.0,0.08130145190341165
11,12,3.077289185041323,0.08329141891701364,0.0,0.0,3.077167296195693,0.0,0.08330022367450592
