,subsizes,<S>,<S^2>,<S>_typ,<S>_deg,<S>_all,<S^2>_deg,<S^2>_all
0,1,0.28060041820711384,0.0,0.0,0.012471129698093934,0.28683598305616076,,0.0
1,2,0.5540410584489269,0.0,0.0,0.024612423433027338,0.5671859958264024,,0.0
2,3,0.7250338841993087,0.0,0.0,0.03612313532940996,0.7467026376140119,,0.0
3,4,0.8709390902195799,0.0,0.0,0.04686011659169545,0.9009726248201361,,0.0
4,5,0.9918013481961561,0.0,0.0,0.05644183343269591,1.0290179786537512,,0.0
5,6,1.0891337661824052,0.0,0.0,0.06512062624081799,1.1339000366598313,,0.0
6,7,1.1703246257317423,0.0,0.0,0.07250283153723963,1.2200335421005835,,0.0
7,8,1.2343020587595959,0.0,0.0,0.0789222692441687,1.2904115682859774,,0.0
8,9,1.2827339037741292,0.0,0.0,0.08390540483134826,1.3418377613265455,,0.0
9,10,1.317256361317256,0.0,0.0,0.0877949711619368,1.3802489864953842,,0.0
10,11,1.3376767130233962,0.0,0.0,0.09000517175022645,1.402257103678214,,0.0
11,12,1.3441586549315836,0.0,0.0,0.09089131782546107,1.4094482053974986,,0.0
