,subsizes,<S>,<S^2>,<S>_typ,<S>_deg,<S>_all,<S^2>_deg,<S^2>_all
0,1,0.6036372515003263,2.4171687486384775e-31,0.0,0.0,0.6036372515003263,0.0,2.417568478530706e-31
1,2,1.1901598853510233,0.00037670202971788925,0.0,0.0,1.1901591704653678,0.0,0.00037674422685064074
2,3,1.7280853417541795,0.0031899354239809407,0.0,0.0,1.7280834115504713,0.0,0.0031902956293762526
3,4,2.2087931938382193,0.011351832763078811,0.0,0.0,2.2087875364845266,0.0,0.011352478249324989
4,5,2.628701480135713,0.026188400866652573,0.0,0.0,2.628690790464365,0.0,0.02618824979702458
5,6,2.984472241337479,0.045685488877468775,0.0,0.0,2.984456880760941,0.0,0.045684553901198716
6,7,3.27690173147128,0.06683156080189115,0.0,0.0,3.2768830888084315,0.0,0.06682989008140097
7,8,3.509798091259924,0.08781643197505501,0.0,0.0,3.5097791682484005,0.0,0.08781643004175599
8,9,3.687009265874779,0.10699249058756592,0.0,0.0,3.6869917765124574,0.0,0.10699571574728862
9,10,3.8113910731458858,0.12263983001122652,0.0,0.0,3.8113773649228397,0.0,0.12264802912910762
10,11,3.8851736492984923,0.13318444087653888,0.0,0.0,3.885163388671273,0.0,0.13319718244103027
11,12,3.9096149502979998,0.13699780321182095,0.0,0.0,3.909606018907146,0.0,0.13701211058498747
