,subsizes,<S>,<S^2>,<S>_typ,<S>_deg,<S>_all,<S^2>_deg,<S^2>_all
0,1,0.4505612088663048,9.113174474465982e-32,0.0,0.0,0.4505612088663048,0.0,9.081119753907205e-32
1,2,0.8820994669682827,0.00036885905712607706,0.0,0.0,0.8821271059620938,0.0,0.0003663997686950464
2,3,1.2559941488647461,0.003614183301017819,0.0,0.0,1.2560384069321915,0.0,0.0036001468001755905
3,4,1.5696023986032315,0.010736718291676824,0.0,0.0,1.569908153107454,0.0,0.010715044727698499
4,5,1.8216489190862746,0.01730940616016102,0.0,0.0,1.822188721340303,0.0,0.01724091157171847
5,6,2.0304217259768578,0.02470669481018377,0.0,0.0,2.0312169589014517,0.0,0.024579563176051627
6,7,2.199596378796198,0.0317615572115429,0.0,0.0,2.2005548178569283,0.0,0.03154145678620272
7,8,2.334401171181405,0.03848438642359838,0.0,0.0,2.3355525262336707,0.0,0.03817735823382272
8,9,2.4366986531840276,0.044329264406745186,0.0,0.0,2.43804130878797,0.0,0.043951728903683304
9,10,2.5086656977433366,0.04910887359132796,0.0,0.0,2.5101477952993583,0.0,0.04869139722797545
10,11,2.551373286317813,0.052281646349304295,0.0,0.0,2.552940236506886,0.0,0.0518287132391725
11,12,2.565499823122968,0.053473081341606415,0.0,0.0,2.567091546718098,0.0,0.05301239362176379
