,subsizes,<S>,<S^2>,<S>_typ,<S>_deg,<S>_all,<S^2>_deg,<S^2>_all
0,1,0.6791932659915259,2.2431941714455187e-30,0.0,0.0,0.6791932659915259,0.0,2.24318153320016e-30
1,2,1.3452455411198554,0.00029389430410754785,0.0,0.0,1.345245518788899,0.0,0.0002938915540228147
2,3,1.9672176728548303,0.002723586086224058,0.0,0.0,1.9672179885759191,0.0,0.0027234504958488118
3,4,2.5368694466136623,0.010488747101005651,0.0,0.0,2.536869778437027,0.0,0.01048830996106494
4,5,3.0488108927479236,0.02605694937251918,0.0,0.0,3.0488115720310547,0.0,0.026056216897703557
5,6,3.4973274932395,0.05010678446562549,0.0,0.0,3.4973280372918083,0.0,0.05010591310129252
6,7,3.8790156103567353,0.08071937104724866,0.0,0.0,3.8790160430856746,0.0,0.08071856486641354
7,8,4.190996201889653,0.11457138591128775,0.0,0.0,4.190996561368491,0.0,0.11457080443429253
8,9,4.43314346247702,0.14816628890691722,0.0,0.0,4.433144003953082,0.0,0.14816627573514088
9,10,4.605272966664894,0.1770452149162957,0.0,0.0,4.605273757830733,0.0,0.17704565354624652
10,11,4.708130252578567,0.19688417984479123,0.0,0.0,4.708131181640152,0.0,0.19688489307664686
11,12,4.742294464088604,0.2040234586493151,0.0,0.0,4.74229556005107,0.0,0.20402432573961723
