,subsizes,<S>,<S^2>,<S>_typ,<S>_deg,<S>_all,<S^2>_deg,<S^2>_all
0,1,0.1732052067491773,0.0,0.0,0.0,0.1732052067491773,0.0,0.0
1,2,0.2868359830561608,0.0,0.0,0.0,0.2868359830561608,0.0,0.0
2,3,0.376770161256437,0.0,0.0,0.0,0.376770161256437,0.0,0.0
3,4,0.45056120886630474,0.0,0.0,0.0,0.45056120886630474,0.0,0.0
4,5,0.5117400734174095,0.0,0.0,0.0,0.5117400734174095,0.0,0.0
5,6,0.5623351446188084,0.0,0.0,0.0,0.5623351446188084,0.0,0.0
6,7,0.6036372515003262,0.0,0.0,0.0,0.6036372515003262,0.0,0.0
7,8,0.6365141682948129,0.0,0.0,0.0,0.6365141682948129,0.0,0.0
8,9,0.6615632381579821,0.0,0.0,0.0,0.6615632381579821,0.0,0.0
9,10,0.6791932659915257,0.0,0.0,0.0,0.6791932659915257,0.0,0.0
10,11,0.6896709283570268,0.0,0.0,0.0,0.6896709283570268,0.0,0.0
11,12,0.6931471805599454,0.0,0.0,0.0,0.6931471805599454,0.0,0.0
