,subsizes,<S>,<S^2>,<S>_typ,<S>_deg,<S>_all
0,1,0.5117400734174093,1.1102230246251565e-16,0.0,0.0,0.5117400734174093
1,2,1.003693615630896,0.0005210540354507742,0.0,0.0,1.003838384955939
2,3,1.4431042197403323,0.004044438277999163,0.0,0.0,1.4434959234923115
3,4,1.8240373149352689,0.013402592489760057,0.0,0.0,1.8247936555505382
4,5,2.1434381535186526,0.027097991281172185,0.0,0.0,2.1444656487502147
5,6,2.4050470143639537,0.04169022859086624,0.0,0.0,2.4061959414038547
6,7,2.619256016502129,0.05746707424423203,0.0,0.0,2.6204413903309667
7,8,2.7889977874162635,0.07225786035993575,0.0,0.0,2.7901668601962126
8,9,2.9181676209970746,0.08531679669603953,0.0,0.0,2.919321040792323
9,10,3.00900163979811,0.09567226946911234,0.0,0.0,3.0101357072562283
10,11,3.0629642882382426,0.10251494606435863,0.0,0.0,3.0640393074181387
11,12,3.0808425919680404,0.10501980566021452,0.0,0.0,3.081908619510312
