,subsizes,<S>,<S^2>,<S>_typ,<S>_deg,<S>_all
0,1,0.679193265991526,-2.7755575615628914e-16,0.0,0.0,0.679193265991526
1,2,1.3459688214967294,0.000308595802843703,0.0,0.0,1.3459106404381262
2,3,1.9684553486346588,0.002840291485460167,0.0,0.0,1.9683112225034423
3,4,2.539266807808343,0.011016203664212298,0.0,0.0,2.53892401047625
4,5,3.051947862927428,0.02726034964532076,0.0,0.0,3.051346157827027
5,6,3.5017578561212335,0.05310385597891809,0.0,0.0,3.5008892259405493
6,7,3.8847196702714917,0.08693165375991718,0.0,0.0,3.883541864411225
7,8,4.198108335327149,0.12495728742873169,0.0,0.0,4.196654952247901
8,9,4.441130992198223,0.1628230511553994,0.0,0.0,4.4394423072688385
9,10,4.61350694308393,0.19517244525001942,0.0,0.0,4.611633256470732
10,11,4.716347338124739,0.2171516853241009,0.0,0.0,4.714402949791512
11,12,4.750484283948011,0.22502731138093424,0.0,0.0,4.74852320367321
