,subsizes,<S>,<S^2>,<S>_typ,<S>_deg,<S>_all
0,1,0.6615632381579821,5.551115123125783e-17,0.0,0.0,0.6615632381579821
1,2,1.3086678768146012,0.000343470036715976,0.0,0.0,1.308705785141074
2,3,1.9113425377434108,0.0030561089864344915,0.0,0.0,1.9113130125734734
3,4,2.4588973531911873,0.011746153200699716,0.0,0.0,2.4586926160020277
4,5,2.9481730099925816,0.029649061006210786,0.0,0.0,2.947715141824223
5,6,3.373552093441136,0.05696542915082681,0.0,0.0,3.3728937756394557
6,7,3.733833507681712,0.09119235247100121,0.0,0.0,3.733070930487085
7,8,4.027670515853057,0.129148897945651,0.0,0.0,4.026818562695458
8,9,4.255901368757202,0.16677975190716765,0.0,0.0,4.254939544490196
9,10,4.417582200355372,0.1987307367555431,0.0,0.0,4.416580309262551
10,11,4.513903793852637,0.22044738037311973,0.0,0.0,4.512893583159993
11,12,4.545878576215425,0.22836244644646797,0.0,0.0,4.544871414769458
