,subsizes,<S>,<S^2>,<S>_typ,<S>_deg,<S>_all
0,1,0.6036372515003263,0.0,0.0,0.0,0.6036372515003263
1,2,1.190341553331038,0.00038908284605088106,0.0,0.0,1.1903575776494972
2,3,1.7274310586251118,0.0036394064642295554,0.0,0.0,1.7273699677348768
3,4,2.2079847146648275,0.013404906937827477,0.0,0.0,2.2078356808695103
4,5,2.6276450743962707,0.0314806051355081,0.0,0.0,2.627366523479691
5,6,2.9834070733626565,0.055944772300460244,0.0,0.0,2.9830262700638634
6,7,3.275658574635769,0.08304404855195813,0.0,0.0,3.2751678223620884
7,8,3.508514718644562,0.11042834729571993,0.0,0.0,3.5079337010958325
8,9,3.685461625407348,0.1348791937453644,0.0,0.0,3.684768435261118
9,10,3.8093469955133554,0.15446686970078183,0.0,0.0,3.8085489118307105
10,11,3.8831035430339287,0.16749231452506308,0.0,0.0,3.882259080055718
11,12,3.9074469410274992,0.17211271444686282,0.0,0.0,3.9066012236631793
