,subsizes,<S>,<S^2>,<S>_typ,<S>_deg,<S>_all
0,1,0.661563238157982,5.551115123125783e-17,0.0,0.0,0.661563238157982
1,2,1.3086678768146012,0.0003434700367155319,0.0,0.0,1.3087057851410737
2,3,1.9113425377434106,0.0030561089864340474,0.0,0.0,1.9113130125734727
3,4,2.458897353191187,0.011746153200699716,0.0,0.0,2.4586926160020273
4,5,2.948173009992582,0.02964906100620901,0.0,0.0,2.947715141824223
5,6,3.3735520934411363,0.05696542915083036,0.0,0.0,3.372893775639456
6,7,3.7338335076817133,0.09119235247100654,0.0,0.0,3.733070930487087
7,8,4.027670515853059,0.129148897945651,0.0,0.0,4.02681856269546
8,9,4.255901368757203,0.1667797519071712,0.0,0.0,4.254939544490198
9,10,4.417582200355373,0.19873073675553954,0.0,0.0,4.416580309262553
10,11,4.513903793852638,0.22044738037311973,0.0,0.0,4.512893583159994
11,12,4.545878576215425,0.22836244644646797,0.0,0.0,4.54487141476946
