,subsizes,<S>,<S^2>,<S>_typ,<S>_deg,<S>_all
0,1,0.4505612088663048,-8.326672684688674e-17,0.0,0.0,0.4505612088663048
1,2,0.881659408871603,0.0004940880740551545,0.0,0.0,0.8816932871703881
2,3,1.2555351891701763,0.004159231033722177,0.0,0.0,1.2555874802329807
3,4,1.5693648133526916,0.012383804199176396,0.0,0.0,1.5693676522220241
4,5,1.8216431194093106,0.0211237951875769,0.0,0.0,1.8215702967818967
5,6,2.0306829697109543,0.031389712600836894,0.0,0.0,2.030562681336392
6,7,2.200365972221259,0.041589745970439296,0.0,0.0,2.20017270914238
7,8,2.3354583150957122,0.05131500870338357,0.0,0.0,2.335180447291615
8,9,2.438158219266119,0.05966626434620448,0.0,0.0,2.437812972010348
9,10,2.510328624245535,0.06629580613752672,0.0,0.0,2.509960873923957
10,11,2.5531186100357397,0.07054878725327196,0.0,0.0,2.552761764939102
11,12,2.567334166212154,0.0721026742489741,0.0,0.0,2.5669964937029714
