,subsizes,<S>,<S^2>,<S>_typ,<S>_deg,<S>_all
0,1,0.6896709283570268,-1.6653345369377348e-16,0.0,0.0,0.6896709283570268
1,2,1.3755606793058521,2.835325088956786e-05,0.0,0.0,1.375546590457608
2,3,2.044827660210033,0.0003814796710255308,0.0,0.0,2.0448103934012556
3,4,2.6750992733770933,0.0028082794435109193,0.0,0.0,2.6752158905330328
4,5,3.2713346927160223,0.00973707935684942,0.0,0.0,3.271562918235809
5,6,3.809300681835746,0.024507091299160066,0.0,0.0,3.809568908712208
6,7,4.288890401557774,0.049928495593501765,0.0,0.0,4.288947457220989
7,8,4.692148983006139,0.0854117943119661,0.0,0.0,4.691903045588442
8,9,5.015446682068918,0.12757291690974526,0.0,0.0,5.014758826656455
9,10,5.248413174618563,0.16786416654115044,0.0,0.0,5.247335267572001
10,11,5.389599107278816,0.19784853311474393,0.0,0.0,5.388141334120818
11,12,5.435901682287659,0.20906949596990998,0.0,0.0,5.434311479778434
