,subsizes,<S>,<S^2>,<S>_typ,<S>_deg,<S>_all
0,1,0.6896709283570269,-3.3306690738754696e-16,0.0,0.0,0.6896709283570267
1,2,1.3757825437703413,2.1638114170663414e-05,0.0,0.0,1.3758067309444342
2,3,2.0468289333587006,0.0002953050961691517,0.0,0.0,2.0471485606799757
3,4,2.6773902813152235,0.0018758615664919986,0.0,0.0,2.6781935186462382
4,5,3.274165004286029,0.006747047701010089,0.0,0.0,3.2754774051078566
5,6,3.815242309139306,0.017429308351953665,0.0,0.0,3.8168586804683615
6,7,4.299006765765464,0.03624574319633922,0.0,0.0,4.300686774476329
7,8,4.706625741678294,0.06302696319855272,0.0,0.0,4.708191806389661
8,9,5.03357157671174,0.0964926425058863,0.0,0.0,5.034707284464202
9,10,5.268171376138099,0.12922416660665448,0.0,0.0,5.2686937063166654
10,11,5.411038720945037,0.15483302027325507,0.0,0.0,5.410959424072039
11,12,5.4580832383488085,0.16445384834521093,0.0,0.0,5.457885606540563
