,subsizes,<S>,<S^2>,<S>_typ,<S>_deg,<S>_all,<S^2>_deg,<S^2>_all
0,1,0.667471598065802,8.4072515227406e-32,0.0,0.6600092773966458,0.6674746983045395,,8.508189987722634e-32
1,2,1.3195607909173335,0.0002826675786648228,0.0,1.3072409386444228,1.3202510962536564,,0.0002835760680109734
2,3,1.9165614653028038,0.0032236784904429786,0.0,1.9068134527428016,1.9200276634399092,,0.003114601694227491
3,4,2.4468391768375093,0.012907965247786425,0.0,2.448458965707701,2.455612257701983,,0.01236441377540912
4,5,2.904489282053029,0.03153836345020207,0.0,2.924883091993183,2.9207250059697722,,0.030180445676138583
5,6,3.2825763450875898,0.05734385236170501,0.0,3.32583091472816,3.3072746733640566,,0.0548456273051488
6,7,3.5784690920085986,0.08644810951414528,0.0,3.645761622748665,3.611741747612213,,0.08289075735376306
7,8,3.790358811142482,0.11418806140300043,0.0,3.878961642576248,3.831087696673744,,0.10986951995823663
8,9,3.917764893741941,0.13461263661171802,0.0,4.021077498746114,3.9636271871544606,,0.12993580350094136
9,10,3.96003499382238,0.14225270229785397,0.0,4.068719469021298,4.007785237010495,,0.13750956717582524
