,subsizes,<S>,<S^2>,<S>_typ,<S>_deg,<S>_all,<S^2>_deg,<S^2>_all
0,1,0.4227090878059912,0.0,0.0,0.0,0.4227090878059912,0.0,0.0
1,2,0.8202106065872674,0.0,0.0,0.0,0.8195192460580399,0.0,0.0
2,3,1.1515364175212779,0.0,0.0,0.0,1.1503539378402121,0.0,0.0
3,4,1.3942895588958268,0.0,0.0,0.0,1.3930374083856443,0.0,0.0
4,5,1.590425423969298,0.0,0.0,0.0,1.5889095202693038,0.0,0.0
5,6,1.743854685238893,0.0,0.0,0.0,1.741878278165124,0.0,0.0
6,7,1.8596291783745529,0.0,0.0,0.0,1.857094769260791,0.0,0.0
7,8,1.9397657618936264,0.0,0.0,0.0,1.9375506831050586,0.0,0.0
8,9,1.9876339202924602,0.0,0.0,0.0,1.9853481537019002,0.0,0.0
9,10,2.0031788045064745,0.0,0.0,0.0,2.001124330793135,0.0,0.0
