,subsizes,<S>,<S^2>,<S>_typ,<S>_deg,<S>_all,<S^2>_deg,<S^2>_all
0,1,0.6931471805599454,7.100196322106064e-32,0.0,0.0,0.6931471805599454,0.0,7.100209063717693e-32
1,2,1.381039458395287,5.57229557802102e-05,0.0,0.0,1.3810377981002413,0.0,5.576776705863094e-05
2,3,2.025954028071331,0.0018236759681868739,0.0,0.0,2.025948384552525,0.0,0.0018236046064057138
3,4,2.6152734945042417,0.008702486201262053,0.0,0.0,2.6152516074655163,0.0,0.00870361182924987
4,5,3.141684360071389,0.023626480486901268,0.0,0.0,3.141650282127567,0.0,0.023632894991247256
5,6,3.592880214084902,0.046343188816542646,0.0,0.0,3.592839201299501,0.0,0.04636091070974247
6,7,3.9597935242338393,0.07407131584445288,0.0,0.0,3.9597492078479526,0.0,0.07410494509619782
7,8,4.23175759323982,0.1026479519616431,0.0,0.0,4.231713815323968,0.0,0.10270026239325779
8,9,4.400273928768856,0.1249982400738701,0.0,0.0,4.400232397039734,0.0,0.12506635321405227
9,10,4.456770164451026,0.13351643803324664,0.0,0.0,4.4567294974206035,0.0,0.13358967588527398
