,subsizes,<S>,<S^2>,<S>_typ,<S>_deg,<S>_all,<S^2>_deg,<S^2>_all
0,1,0.5623351446188086,6.980690068315144e-32,0.0,0.0,0.5623351446188085,0.0,6.861937463960181e-32
1,2,1.1020815567955615,0.00061635592647913,0.0,0.0,1.1021094259611406,0.0,0.0006175437319837479
2,3,1.5790327716763375,0.005019543271966972,0.0,0.0,1.579176483287219,0.0,0.004993371615883482
3,4,1.9837766300977628,0.016501145667107715,0.0,0.0,1.9841451666485397,0.0,0.016396901812723495
4,5,2.310753210626081,0.03194692274542994,0.0,0.0,2.3113222346516884,0.0,0.03172409875409865
5,6,2.56436467522194,0.04721674878872442,0.0,0.0,2.56508742609385,0.0,0.04685209700101623
6,7,2.7554854012954317,0.062208130419500386,0.0,0.0,2.756283851464186,0.0,0.06171858225840691
7,8,2.8884227317645825,0.07457297343049166,0.0,0.0,2.889250103095245,0.0,0.07399186344108734
8,9,2.9668675040774177,0.0830741844250358,0.0,0.0,2.9677213196283527,0.0,0.08244615473541889
9,10,2.992839806500894,0.08622427350222453,0.0,0.0,2.9936906701355293,0.0,0.08558642941418607
