,subsizes,<S>,<S^2>,<S>_typ,<S>_deg,<S>_all,<S^2>_deg,<S^2>_all
0,1,0.6881388137135886,1.062050997043571e-31,0.0,0.0,0.6881388137135886,0.0,1.0618434504581755e-31
1,2,1.363043837219849,0.0003785222334739317,0.0,0.0,1.363044772275157,0.0,0.0003784210220752303
2,3,1.9864632331729197,0.003774648110659904,0.0,0.0,1.9864637394509923,0.0,0.0037753459547111155
3,4,2.546177120693139,0.014650408327473167,0.0,0.0,2.5461761724023115,0.0,0.014653376280691861
4,5,3.0354772354927966,0.03625703630521392,0.0,0.0,3.0354801668168103,0.0,0.036265095321459564
5,6,3.444578254133621,0.06729362550376622,0.0,0.0,3.4445903921141694,0.0,0.06730470675691531
6,7,3.767949095746832,0.10333422586117068,0.0,0.0,3.7679709837963062,0.0,0.10334537679051028
7,8,4.001345559004324,0.13827292821308937,0.0,0.0,4.001380158785481,0.0,0.13828553203155247
8,9,4.142498094521133,0.1644062232581541,0.0,0.0,4.142542915025484,0.0,0.16442023120387161
9,10,4.189528103641558,0.1743068412664038,0.0,0.0,4.18957644317622,0.0,0.17432094301607884
