,subsizes,<S>,<S^2>,<S>_typ,<S>_deg,<S>_all,<S^2>_deg,<S^2>_all
0,1,0.5004024235381882,7.501792265191e-32,0.0,0.0,0.5004024235381882,0.0,7.42515438767024e-32
1,2,0.9791676760713426,0.0004742487605845904,0.0,0.0,0.9792408764721686,0.0,0.0004684649665262227
2,3,1.3902829366123584,0.004677958053850371,0.0,0.0,1.3902195338356633,0.0,0.004634920660426635
3,4,1.7265489094944066,0.013507373453207905,0.0,0.0,1.7271827766175263,0.0,0.013408807948773534
4,5,1.986157938297258,0.021357400199408027,0.0,0.0,1.987312240914197,0.0,0.021135422475637187
5,6,2.1900759624913397,0.02979437648214266,0.0,0.0,2.1918295006176174,0.0,0.029379686891708223
6,7,2.3422110630404918,0.03702614944052039,0.0,0.0,2.3443359520366314,0.0,0.036394316541677095
7,8,2.448641279885866,0.04317299945335609,0.0,0.0,2.45109932116668,0.0,0.042360870874188876
8,9,2.511561725190765,0.04753043231652466,0.0,0.0,2.5141337830017947,0.0,0.0465982886079651
9,10,2.53227639076721,0.049293379501530774,0.0,0.0,2.5348404340017217,0.0,0.048315932028451976
