,subsizes,<S>,<S^2>,<S>_typ,<S>_deg,<S>_all,<S^2>_deg,<S^2>_all
0,1,0.5623351446188085,6.72856260591735e-32,0.0,0.47797036479532107,0.5623351446188085,,6.871332729719465e-32
1,2,1.101453876885694,0.0006647737601795113,0.0,0.9421193795710272,1.1018039569069613,,0.0006467396044419869
2,3,1.5780233837477997,0.0053065749650528325,0.0,1.3584136290563367,1.5789481509957612,,0.005141030094605795
3,4,1.9823327643896955,0.0172972325106461,0.0,1.7165691057540131,1.9841279824548825,,0.01675362866059641
4,5,2.310102994794787,0.033626459278002015,0.0,2.0031902162521815,2.3127365634895147,,0.03257505907943171
5,6,2.564093047778446,0.049449918791832,0.0,2.233814350265254,2.5676418275350463,,0.04801504962877376
6,7,2.755565750544179,0.06491406050320822,0.0,2.41047207803759,2.7598761683968167,,0.06316948700634606
7,8,2.888612782986022,0.07758299141157049,0.0,2.5351778981034423,2.8935191056095966,,0.07563256440404895
8,9,2.9671603211447506,0.08635377243797536,0.0,2.6090106392696963,2.9723293677150098,,0.08424360267588946
9,10,2.9932122622704953,0.08959543306604953,0.0,2.633151218262507,2.998410217990944,,0.08742218210338881
