,subsizes,<S>,<S^2>,<S>_typ,<S>_deg,<S>_all,<S^2>_deg,<S^2>_all
0,1,0.6730116670092565,1.1094238012558138e-31,0.0,0.0,0.6730116670092567,0.0,1.1101048808141985e-31
1,2,1.3294574467602942,0.00044192609413282256,0.0,0.0,1.329457405141921,0.0,0.00044213212366126626
2,3,1.9309192295144006,0.00400715471326001,0.0,0.0,1.9309216277021002,0.0,0.004007714457293167
3,4,2.4655174756447624,0.01506292151196091,0.0,0.0,2.46554455882472,0.0,0.01506350074349923
4,5,2.926643630082375,0.035960917924778554,0.0,0.0,2.9267116546160357,0.0,0.035956044659175006
5,6,3.305632370286099,0.06423621979623897,0.0,0.0,3.3057522712606655,0.0,0.06422297411191982
6,7,3.5996386151377613,0.09519862391506295,0.0,0.0,3.599799613241111,0.0,0.09517673171625365
7,8,3.8080502516998713,0.12385326944291142,0.0,0.0,3.8082431672018484,0.0,0.12382300992445533
8,9,3.9321503629548022,0.1444370124273905,0.0,0.0,3.9323640750291076,0.0,0.1443989312947274
9,10,3.9732626648420593,0.15203724612952363,0.0,0.0,3.9734832176638393,0.0,0.1519975742977603
