,subsizes,<S>,<S^2>,<S>_typ,<S>_deg,<S>_all,<S^2>_deg,<S^2>_all
0,1,0.6474466390346325,6.283941417365257e-32,0.0,0.6474466390346325,0.6474466390346325,8.562879994294507e-32,6.939269961956e-32
1,2,1.2786137560223547,0.00024280726240416304,0.0,1.2782075002455098,1.2785186546434444,0.00043499421135723327,0.0002891369118882595
2,3,1.8541671868742122,0.0031321104618582357,0.0,1.8604789115220566,1.8557502223923397,0.003377519635623235,0.0032123431457144825
3,4,2.3630532399470647,0.01267221978629999,0.0,2.382643631021131,2.367913076651172,0.012350185152112126,0.012689136531311217
4,5,2.799078849194335,0.03078469043804371,0.0,2.8391306957371376,2.8090533338394286,0.02919415051109961,0.030645415304667845
5,6,3.1555174035692,0.05479438946923699,0.0,3.2187424676434,3.1713387877841677,0.04997151701748918,0.05428933315686574
6,7,3.43096157180523,0.08059937759220005,0.0,3.517941650790083,3.4528002275911582,0.07203929489496923,0.07991308776868102
7,8,3.625706390881775,0.10410113136676823,0.0,3.733811519894661,3.652907828797819,0.09197698084372743,0.10349277448198957
8,9,3.741791636757736,0.12099814377037059,0.0,3.863665229261235,3.7724893353707345,0.10581392239881503,0.12047005926924018
9,10,3.780215929371049,0.12719021612376744,0.0,3.906955204166307,3.8121419836498385,0.11086597380628559,0.1267414237182899
