,subsizes,<S>,<S^2>,<S>_typ,<S>_deg,<S>_all,<S^2>_deg,<S^2>_all
0,1,0.31652815830219994,0.0,0.0,0.01710963017849728,0.3250829733914487,,0.0
1,2,0.6224271802735711,0.0,0.0,0.033633255771061944,0.6405468145033137,,0.0
2,3,0.8091011804390377,0.0,0.0,0.049087941018863115,0.8388531609493645,,0.0
3,4,0.9612984362429093,0.0,0.0,0.06323358704976392,1.0004912756773958,,0.0
4,5,1.0821630863956027,0.0,0.0,0.07538387221746486,1.1338392180256538,,0.0
5,6,1.1770460205461581,0.0,0.0,0.08600010645643334,1.232554493809728,,0.0
6,7,1.246602543006705,0.0,0.0,0.09433863231269912,1.3135356782902112,,0.0
7,8,1.2971368405218073,0.0,0.0,0.10087422241200864,1.3659048241991636,,0.0
8,9,1.3263255972215835,0.0,0.0,0.10452299875253386,1.3994449031045983,,0.0
9,10,1.3353514049959758,0.0,0.0,0.10596482828456875,1.4096534483882857,,0.0
