,sizes,Kin,Kin2,Int,Kin_loc,Kin2_loc,Int_loc,Sq0
0,14,0.13030647910524168,0.5362567957554564,0.02943906676519325,0.034825871434902025,0.14332065721758044,0.007867921544408312,0.3576142025630521
1,16,0.12342134072237916,0.5293608643271067,0.028053524535316055,0.030855335180594957,0.13234021608177646,0.0070133811338289305,0.33467266416414315
2,18,0.11737453145341901,0.49538712667521195,0.026661222350090306,0.02766544237643542,0.11676386552818742,0.0062841103728237665,0.3038520037884012
3,20,0.11313592336322485,0.4788260930007753,0.025708005544609776,0.025297961533737645,0.10706876933503658,0.005748484796369122,0.28237183624111445
4,22,0.11265271946631178,0.4785607889135858,0.025602792808841406,0.024017640489625354,0.10202950301608253,0.005458533767549164,0.2649038876658284
