,sizes,Kin,Kin2,Int,Kin_loc,Kin2_loc,Int_loc,Sq0,jE
0,14,0.06406635196138702,0.258810468852853,0.014415918182598193,0.017122452789998733,0.06917000732555034,0.0038528161967891043,0.17361005286892406,0.03320145524175051
1,16,0.060444263131791506,0.24924607290873135,0.013710170233343033,0.015111065782947854,0.06231151822718283,0.003427542558335694,0.16001061539691597,0.030688514148358267
2,18,0.057374413896062466,0.2415425173491132,0.013036192620908927,0.013523279044169886,0.05693211732080911,0.0030726600676995873,0.1482006991860264,0.028525563148723756
3,20,0.0574773819806562,0.24128289717461973,0.013063142742988693,0.012852333327746854,0.053952495989054175,0.002921007517310576,0.14024861917542197,0.02700297525659803
4,22,0.056496648549641294,0.24002975480710942,0.012840148090757961,0.01204512594247469,0.051174515671537295,0.002737528771061739,0.1328857564059763,0.025780289945568746
5,24,0.05597583650854435,0.23880332143998587,0.012721783973157885,0.011426019780948949,0.04874552386748336,0.0025968232793461402,0.1259485065735448,0.024773691485545687
