,sizes,Kin,Kin2,Int,Kin_loc,Kin2_loc,Int_loc,Sq0,jE
0,14,0.005529514984417488,0.08270787698747278,0.00026785814127193913,0.00039496535602981934,0.005907705499105198,1.913272437656716e-05,0.04870717443791419,0.00182771155011911
1,16,0.005507125932060493,0.09052406131634563,0.00028312569426461846,0.00034419537075377896,0.005657753832271601,1.769535589153846e-05,0.04788441051745102,0.0015583204864907088
2,18,0.005293820467093879,0.08999731114283592,0.0002720262360672285,0.00029410113706077246,0.004999850619046448,1.511256867040145e-05,0.04268100440040152,0.0013711097213424833
3,20,0.005106574823331527,0.08889199598688595,0.00026374621713370086,0.0002553287411665749,0.0044445997993443,1.318731085668463e-05,0.03839207752768365,0.0012282589756303615
4,22,0.004985785586304331,0.08818900550551301,0.0002575280187137127,0.00022662661755928806,0.00400859115934151,1.170581903244184e-05,0.034534017682298926,0.0011143725583745128
5,24,0.004910242220367694,0.08756485097487171,0.00025362770232008504,0.00020459342584865296,0.0036485354572863256,1.0567820930003587e-05,0.031107939259926574,0.0010205259386578383
