,sizes,Kin,Kin2,Int,Kin_loc,Kin2_loc,Int_loc,Sq0
0,14,0.004034229585075945,0.04795807245902448,0.0001741782710589313,0.0002881592560768515,0.003425576604216022,1.2441305075637387e-05,0.02905666739544306
1,16,0.005638651445481152,0.09164091838765161,0.00028389286680251973,0.0003524157153425733,0.005727557399228204,1.774330417515806e-05,0.047409184068714666
2,18,0.005443623382866993,0.09220107946344974,0.0002776433908729747,0.00030242352127038896,0.005122282192413885,1.5424632826276265e-05,0.0435463711947398
3,20,0.005124877911543226,0.08865339309305555,0.0002644145305782285,0.0002562438955771614,0.004432669654652758,1.3220726528911131e-05,0.03880749168780344
4,22,0.005000062020442109,0.0886878007387757,0.0002582671462549699,0.00022727554638373313,0.0040312636699443615,1.1739415738862008e-05,0.03474625470048444
