,sizes,Kin,Kin2,Int,Kin_loc,Kin2_loc,Int_loc,Sq0,jE
0,10,0.061415804913884195,0.3067069704871732,0.2730105009074828,0.1064398128522264,0.09815737155613893,0.032935677667744634,0.12303722810166659,0.0
1,12,0.05882021392981826,0.2896163480901585,0.25679237407495825,0.08798985787088721,0.08212870268073352,0.024816712194589943,0.11121393796001587,0.0
2,14,0.054926293564197315,0.2789312746901551,0.23869087745714448,0.08289942509741466,0.0692948057613687,0.022882250886537163,0.1012129011279249,0.0
3,16,0.05395343119388571,0.27486881258455687,0.23196813090967627,0.0714377494642073,0.06199373454923877,0.018805940146562658,0.09526643026167435,0.0
4,18,0.05342944475480442,0.2703346293072026,0.22603811384350014,0.06803153488038996,0.055777249758250755,0.018197245846125795,0.08933559110764726,8.919882924049324e-17
5,20,0.0535378727899592,0.2676942757232594,0.22236355069808306,0.06050384023972889,0.05143893482366429,0.01571148659711669,0.08466384083118494,1.697303603884093e-16
