,subsizes,<S>,<S^2>,<S>_typ,<S>_deg,<S>_all,<S^2>_deg,<S^2>_all
0,1,0.31652815830219994,0.0,0.0,0.01710963017849728,0.3250829733914486,,0.0
1,2,0.6062723901399871,0.0,0.0,0.033633255771061944,0.629109722967308,,0.0
2,3,0.8086500765021979,0.0,0.0,0.049087941018863115,0.837912536602951,,0.0
3,4,0.9609759798471257,0.0,0.0,0.06323358704976392,1.00030094023917,,0.0
4,5,1.0798348565228357,0.0,0.0,0.07538387221746486,1.1308482017318549,,0.0
5,6,1.1741577488817092,0.0,0.0,0.08600010645643334,1.2331915213604956,,0.0
6,7,1.2463276835460138,0.0,0.0,0.09433863231269912,1.310848860741155,,0.0
7,8,1.2961301075482006,0.0,0.0,0.10087422241200864,1.3663332740106215,,0.0
8,9,1.324691707641381,0.0,0.0,0.10452299875253386,1.3981002168513175,,0.0
9,10,1.334156697469756,0.0,0.0,0.10596482828456875,1.40864316716259,,0.0
