,subsizes,<S>,<S^2>,<S>_typ,<S>_deg,<S>_all,<S^2>_deg,<S^2>_all
0,1,0.6881388137135886,1.003906708340432e-31,0.0,0.0,0.6881388137135886,0.0,1.0039697617396634e-31
1,2,1.3595430327038114,0.00040583925628029805,0.0,0.0,1.359542804282851,0.0,0.0004059062095789165
2,3,1.9794357173300539,0.003849746624704928,0.0,0.0,1.9794350324392862,0.0,0.003850287822444934
3,4,2.5361261727566746,0.014874213675030572,0.0,0.0,2.536123537553346,0.0,0.014875980738245169
4,5,3.0221470583307335,0.03620532759724423,0.0,0.0,3.0221441994523888,0.0,0.03620905676186872
5,6,3.428733729584287,0.06722177656210983,0.0,0.0,3.4287302572804066,0.0,0.06722783542578922
6,7,3.751259655377426,0.10408323897062337,0.0,0.0,3.751255579872005,0.0,0.10409118978737616
7,8,3.984153528058779,0.1398079369262724,0.0,0.0,3.9841485854815684,0.0,0.1398171524894744
8,9,4.125073796022723,0.16651260681085592,0.0,0.0,4.125068541430373,0.0,0.1665228723739314
9,10,4.1720917952000205,0.17665472678029073,0.0,0.0,4.172086318094519,0.0,0.17666526343085995
