,subsizes,<S>,<S^2>,<S>_typ,<S>_deg,<S>_all,<S^2>_deg,<S^2>_all
0,1,0.6730116670092567,7.910496642058236e-32,0.0,0.6730116670092567,0.6730116670092565,9.427019532640665e-32,8.458249762971137e-32
1,2,1.32564538756063,0.0002767561374740854,0.0,1.3261973286063,1.3258224555463767,0.00043913306133814775,0.00033091403240177915
2,3,1.9216218855888536,0.0031146194720307325,0.0,1.9271583031973845,1.923417991380623,0.0036509871969630306,0.003289742016875569
3,4,2.449460982721431,0.012649565908314949,0.0,2.4663587844260957,2.454926655884783,0.013178411244561553,0.012868014153201853
4,5,2.902943720632101,0.031118054290704536,0.0,2.9353049535364444,2.9133902587878913,0.030392464287346575,0.031087103055776083
5,6,3.2758102485517933,0.05755980797920256,0.0,3.32579513628115,3.2919213769464024,0.05367848102005464,0.0568397928948468
6,7,3.565798133429862,0.08808456921700086,0.0,3.633836093773038,3.5877090400409886,0.07992631729960215,0.0865369816260227
7,8,3.771211567391783,0.11675088415521755,0.0,3.855122608284076,3.7982196894141453,0.1044283868347622,0.11452263297298304
8,9,3.893480681561371,0.13769994315209397,0.0,3.9884809226811506,3.9240489830541145,0.12224731498621422,0.135025725248426
9,10,3.934033196747773,0.14571253952027619,0.0,4.032660709199465,3.9657668125304246,0.12876087641531517,0.14275252153859
