,subsizes,<S>,<S^2>,<S>_typ,<S>_deg,<S>_all,<S^2>_deg,<S^2>_all
0,1,0.6730116670092566,7.90656362132777e-32,0.0,0.6730116670092567,0.6730116670092567,9.254302097659057e-32,8.373290927892553e-32
1,2,1.3256537185256367,0.00027637038036328754,0.0,1.3262837448535545,1.3258560581745122,0.00043774691434273416,0.00032984867591680846
2,3,1.9216248923971688,0.003114172471051864,0.0,1.9275549235963536,1.9235538298097348,0.0036401098024307662,0.003287197100304948
3,4,2.4494674825534926,0.012654961239789472,0.0,2.4671726678795785,2.455209797982631,0.013151089452338224,0.012872180002353613
4,5,2.9029810399350287,0.031137815474298353,0.0,2.9366215849905717,2.913869856415302,0.030371708552666632,0.031120301361201846
5,6,3.2758763760130263,0.057600570693207724,0.0,3.3277230491542724,3.292632165826209,0.053684259625715804,0.05692908619401286
6,7,3.5659036446507435,0.08814531382106712,0.0,3.636317053025693,3.588639573400338,0.07993910583993868,0.08668426464032322
7,8,3.7713558402970726,0.11683014389855387,0.0,3.858057149174324,3.799334880711814,0.10446983053620773,0.11473101818248149
8,9,3.8936490395450503,0.13779403283643576,0.0,3.9917319120786585,3.9252901704009053,0.12228516620824675,0.13527163475687945
9,10,3.934212836117479,0.14581057655539864,0.0,4.036041919219624,3.9670599751075133,0.12879447776141287,0.14301172149489066
