,subsizes,<S>,<S^2>,<S>_typ,<S>_deg,<S>_all,<S^2>_deg,<S^2>_all
0,1,0.6474466390346325,6.112933028189076e-32,0.0,0.6474466390346325,0.6474466390346326,9.431959080275436e-32,6.930717740717241e-32
1,2,1.275223593147444,0.00024271595907393302,0.0,1.2749949554627098,1.2751754528448103,0.00043974615592942944,0.00029713397177996535
2,3,1.847764789119014,0.003067830163418863,0.0,1.8524765550562572,1.8489396624117498,0.0034863686930110267,0.00321335759190083
3,4,2.35392018359185,0.012488178333214583,0.0,2.3700925419077286,2.3579282329658047,0.012179811449968055,0.012522797126733902
4,5,2.7876160010401194,0.030072591118094637,0.0,2.8206148984430324,2.795816190182281,0.027575484354778593,0.029743513738176023
5,6,3.14336264245954,0.05406738556362779,0.0,3.1964929378273084,3.15660174202058,0.04763201670890907,0.05321429993167379
6,7,3.4190392112986383,0.08028280810385419,0.0,3.4931436117573376,3.4375388205621498,0.06923730883963825,0.07899551328984211
7,8,3.6141062664852126,0.1041707227362125,0.0,3.706950253738573,3.6373155179435717,0.08899941398373773,0.1026913156513766
8,9,3.7304210278180636,0.1214392653061874,0.0,3.835701589789934,3.7567537453032007,0.1030005256977454,0.11979546780004073
9,10,3.7689563637686825,0.12787169616924585,0.0,3.8786025765217995,3.7963840149708514,0.1081755354773369,0.12617004797524647
