,subsizes,<S>,<S^2>,<S>_typ,<S>_deg,<S>_all
0,1,0.42270908780599115,0.0,0.0,0.0,0.42270908780599115
1,2,0.815920977269453,0.0008691968487967161,0.0,0.0,0.8163930894413549
2,3,1.138014781474612,0.005826108756378234,0.0,0.0,1.1390871549735988
3,4,1.3840376750828427,0.011890855326684546,0.0,0.0,1.3853807141857144
4,5,1.5791582487765161,0.01920020967859637,0.0,0.0,1.5804334801724953
5,6,1.7327909949245224,0.02737789052364059,0.0,0.0,1.734067566310888
6,7,1.8483136296859393,0.03481233318609345,0.0,0.0,1.8496319315225846
7,8,1.9290586268814693,0.040856581111082146,0.0,0.0,1.9303787558346743
8,9,1.9767601183430354,0.04490046830116112,0.0,0.0,1.9781028830628578
9,10,1.9924554947479616,0.046370006063256586,0.0,0.0,1.993885872510644
