,subsizes,<S>,<S^2>,<S>_typ,<S>_deg,<S>_all,<S^2>_deg,<S^2>_all
0,1,0.6108643020548936,5.336905591006289e-32,0.0,0.6108643020548936,0.6108643020548936,,5.99061527197382e-32
1,2,1.1977242325296689,0.0005347097765963398,0.0,1.2039683079918828,1.1984604218127406,,0.000516685409572367
2,3,1.724952927622333,0.0046244903454718215,0.0,1.7459070057680526,1.7274448014265398,,0.004476056983107688
3,4,2.1818200986215173,0.01619401846433969,0.0,2.2273122763000344,2.1871342102946443,,0.015677559493994343
4,5,2.563305529606664,0.03539215706954782,0.0,2.640776008465731,2.572253926656634,,0.03431758979395714
5,6,2.8669211452173395,0.058434167781224476,0.0,2.979431143824999,2.879892581488633,,0.05691284758786862
6,7,3.0959214338480385,0.08101542705151757,0.0,3.2425196813697905,3.1128181152380154,,0.07932825332094787
7,8,3.255349544871448,0.10029823777758333,0.0,3.4301024840564436,3.275489008687485,,0.09861587742086668
8,9,3.3491663984777227,0.11359623602266732,0.0,3.5431049861342516,3.371511571546401,,0.11201029702532922
9,10,3.3800420046654387,0.11847596982391241,0.0,3.5808020388360697,3.4031693031574113,,0.11695446692858781
